node_id,true_label,hdbscan_label,stable_pruned_label,pca_x,pca_y
124,1,3,-1,-0.05691438913345337,-0.17317432165145874
125,5,-1,-1,-0.13606536388397217,-0.2668466567993164
126,1,3,-1,0.1684367060661316,-0.35369670391082764
127,6,-1,-1,-0.29245471954345703,0.24866034090518951
128,5,-1,-1,-0.07729119062423706,0.09121131896972656
129,5,3,-1,0.053149640560150146,-0.03472068905830383
130,5,3,-1,-0.03574073314666748,-0.052692070603370667
131,1,-1,-1,0.5106441378593445,-0.03071247786283493
132,5,-1,-1,-0.30530571937561035,-0.1812097430229187
133,1,3,-1,-0.0072463154792785645,-0.3210318684577942
134,1,-1,-1,0.07293784618377686,-0.3822648525238037
135,1,-1,-1,-0.161934494972229,-0.1767016053199768
136,1,-1,-1,0.6018346548080444,-0.29728156328201294
137,1,-1,-1,-0.35312771797180176,-0.1761873960494995
138,1,3,-1,0.3695383071899414,-0.3034106492996216
139,1,3,-1,0.13189083337783813,-0.2749357521533966
140,4,-1,-1,0.14450222253799438,0.22458519041538239
141,3,-1,-1,-0.1556243896484375,0.2262582629919052
142,0,3,-1,0.01471644639968872,-0.006084375083446503
143,3,3,2,0.09554100036621094,-0.16804364323616028
144,6,-1,-1,-0.5834438800811768,0.022739075124263763
145,6,-1,-1,-1.0284850597381592,0.0152505561709404
146,0,3,-1,-0.09621584415435791,0.1618659645318985
147,3,3,-1,0.16052979230880737,-0.09916816651821136
148,4,-1,-1,-0.3015245199203491,0.05702415108680725
149,0,3,-1,0.061308324337005615,0.07109764218330383
150,3,-1,-1,-0.009780704975128174,-0.136013463139534
151,4,-1,-1,-0.04308605194091797,0.025001734495162964
152,4,1,5,-0.4819028377532959,0.2646653652191162
153,1,3,3,0.1609697937965393,-0.2795315980911255
154,2,-1,-1,0.044269561767578125,0.5525410175323486
155,2,-1,-1,0.1061508059501648,0.3222058415412903
156,2,3,-1,0.14339542388916016,0.29157644510269165
157,3,3,-1,-0.07823288440704346,-0.08297932147979736
158,3,3,-1,-0.13145089149475098,-0.001289963722229004
159,3,-1,-1,-0.22033143043518066,-0.08748470991849899
160,3,-1,-1,-0.1760157346725464,0.007517032325267792
161,0,-1,-1,0.3429204821586609,0.08159494400024414
162,4,3,-1,-0.05995941162109375,0.034972138702869415
163,5,-1,-1,0.005080878734588623,0.044378362596035004
164,0,3,-1,0.2453674077987671,-0.04355907812714577
165,3,-1,-1,-0.06402814388275146,-0.15352007746696472
166,4,-1,-1,-0.9457719326019287,-0.26863187551498413
167,3,-1,-1,-0.5336706638336182,-0.505843997001648
168,3,-1,-1,-0.15569305419921875,-0.39563918113708496
169,3,-1,-1,0.04915201663970947,-0.25589022040367126
170,2,3,0,0.3558911681175232,0.2695538401603699
171,3,-1,-1,-0.21730005741119385,0.376714289188385
172,3,-1,-1,-0.019046008586883545,-0.28119614720344543
173,2,3,-1,0.394101083278656,0.20545737445354462
174,2,-1,-1,0.1194922924041748,0.5653587579727173
175,6,3,-1,-0.09623908996582031,-0.021798260509967804
176,1,3,2,0.20695996284484863,-0.06701624393463135
177,4,-1,-1,0.22164613008499146,-0.27505022287368774
178,3,-1,-1,0.13763004541397095,-0.3185519576072693
179,3,3,-1,0.04793405532836914,0.03143042325973511
180,3,-1,-1,-0.6353162527084351,0.0998762995004654
181,6,3,-1,0.22027504444122314,-0.0607915036380291
182,3,-1,-1,0.17179399728775024,-0.2556305527687073
183,3,-1,-1,0.008305907249450684,-0.26949459314346313
184,3,-1,-1,0.11220133304595947,-0.1771014928817749
185,3,-1,-1,0.263103723526001,0.008934251964092255
186,0,-1,-1,-0.18341398239135742,-0.04467399790883064
187,4,-1,-1,-0.14105236530303955,-0.17570310831069946
188,2,3,-1,0.5088824033737183,0.18599091470241547
189,2,-1,-1,0.087821364402771,0.38143646717071533
190,6,-1,-1,0.07255947589874268,0.10068322718143463
191,5,3,-1,-0.0017211437225341797,-0.0686613991856575
192,3,3,-1,0.43770667910575867,0.0826880931854248
193,5,-1,-1,0.03295159339904785,-0.06437139958143234
194,4,-1,-1,-0.6369620561599731,0.10710649192333221
195,0,-1,-1,-0.24278533458709717,0.2336435168981552
196,4,3,-1,-0.04895991086959839,-0.0023946762084960938
197,3,3,-1,0.05161762237548828,0.02311442792415619
198,4,-1,-1,0.0271071195602417,-0.2503937780857086
199,4,-1,-1,-0.10972106456756592,-0.2386988401412964
200,3,-1,-1,-0.02639913558959961,-0.0017578527331352234
201,3,-1,-1,-0.3486337661743164,-0.1951589584350586
202,2,-1,-1,-0.004328668117523193,0.2942657470703125
203,4,-1,-1,-0.30759596824645996,0.017711929976940155
204,0,3,-1,0.3718748688697815,-0.10207107663154602
205,3,3,2,0.21179401874542236,-0.11089280247688293
206,2,-1,-1,0.04655939340591431,0.25562918186187744
207,3,-1,-1,0.17545044422149658,-0.30147457122802734
208,3,-1,-1,0.5028908848762512,-0.29792138934135437
209,4,-1,-1,-0.3169623613357544,-0.004072211682796478
210,4,-1,-1,-0.38926661014556885,0.08733609318733215
211,0,3,-1,0.0834282636642456,-0.09973177313804626
212,3,-1,-1,-0.10281777381896973,-0.37319087982177734
213,6,-1,-1,-0.5834438800811768,0.02273908257484436
214,0,-1,-1,0.09861773252487183,0.015830054879188538
215,3,3,2,0.13777446746826172,-0.14600121974945068
216,3,3,-1,0.10551702976226807,-0.05985366553068161
217,4,-1,-1,-0.17640995979309082,-0.07891782373189926
218,3,-1,-1,-0.5416610240936279,-0.04251851886510849
219,3,2,1,0.07942068576812744,0.1373591423034668
220,5,-1,-1,-0.01805490255355835,0.06271308660507202
221,2,3,-1,0.4045777916908264,0.05873483419418335
222,3,-1,-1,0.6534955501556396,-0.010487079620361328
223,2,3,-1,0.33892232179641724,0.24210064113140106
224,4,3,2,0.1007118821144104,-0.1548842191696167
225,1,-1,-1,-0.5833369493484497,-0.15840040147304535
226,3,3,2,0.14530348777770996,-0.15024930238723755
227,2,-1,-1,0.08588600158691406,0.5078375935554504
228,2,-1,-1,0.005896508693695068,0.2767093777656555
229,3,-1,-1,-0.22894155979156494,0.10944224894046783
230,3,-1,-1,-0.3598533868789673,-0.24388115108013153
231,3,-1,-1,-0.40772545337677,0.041459210216999054
232,3,3,-1,-0.11688649654388428,-0.0760902613401413
233,5,-1,-1,0.1718631386756897,0.04705743491649628
234,1,-1,-1,0.47475871443748474,-0.47071564197540283
235,3,3,-1,0.04863804578781128,-0.12345534563064575
236,1,-1,-1,-0.021687746047973633,-0.4017440676689148
237,3,-1,-1,0.051221489906311035,0.09376645088195801
238,5,-1,-1,0.19610488414764404,-0.2418641299009323
239,0,-1,-1,-0.697484016418457,-0.029731355607509613
240,3,-1,-1,-0.0153425931930542,-0.27800047397613525
241,5,3,-1,0.26849108934402466,0.16589444875717163
242,0,3,-1,0.11515015363693237,0.06353746354579926
243,4,-1,-1,-0.5151451826095581,0.05788850784301758
244,2,3,-1,0.2712763547897339,0.1904064565896988
245,4,-1,-1,-0.2585113048553467,0.2746390700340271
246,2,3,-1,0.23135918378829956,0.3812885284423828
247,4,-1,-1,-0.11538636684417725,0.2887223958969116
248,4,-1,-1,-0.13129472732543945,0.23638547956943512
249,5,3,-1,-0.04664069414138794,0.021747522056102753
250,4,-1,-1,-0.8165661096572876,0.20372290909290314
251,3,-1,-1,-0.09955263137817383,0.12276281416416168
252,5,3,-1,0.10663288831710815,-0.10316158086061478
253,3,2,1,0.1624247431755066,0.09139007329940796
254,3,-1,-1,0.1023331880569458,0.17301474511623383
255,4,3,-1,0.12233799695968628,-0.14958834648132324
256,3,-1,-1,0.35883766412734985,-0.21297217905521393
257,0,3,-1,0.029340028762817383,-0.12046130001544952
258,4,-1,-1,-0.7436476945877075,0.4407326579093933
259,5,-1,-1,-0.11780476570129395,-0.4803304076194763
260,0,-1,-1,0.18922775983810425,0.11945804953575134
261,3,3,-1,0.04492652416229248,-0.023736342787742615
262,6,3,-1,0.2894130349159241,-0.0598873607814312
263,2,3,-1,0.319458544254303,0.41273564100265503
264,5,3,-1,-0.010567128658294678,-0.03703182935714722
265,5,3,-1,0.44521769881248474,0.04773227870464325
266,5,-1,-1,-0.3136115074157715,-0.04346734285354614
267,3,-1,-1,-0.37114417552948,0.02070292830467224
268,2,3,-1,0.4697660207748413,0.025256440043449402
269,3,-1,-1,-0.7695271968841553,-0.04779919236898422
270,0,3,-1,0.09971535205841064,0.030519545078277588
271,4,-1,-1,-0.7794355154037476,-0.021458949893712997
272,5,-1,-1,-0.12533795833587646,-0.08696094900369644
273,3,-1,-1,-0.28561902046203613,-0.34833788871765137
274,0,3,-1,0.2744566798210144,-0.055663734674453735
275,4,-1,-1,0.0869188904762268,0.1558828204870224
276,0,-1,-1,0.12740349769592285,-0.016272246837615967
277,3,-1,-1,-0.06289142370223999,-0.027956515550613403
278,3,-1,-1,0.43224889039993286,-0.2025681436061859
279,0,-1,-1,-0.4233081340789795,-0.0007240921258926392
280,0,3,-1,0.3653982877731323,-0.008067414164543152
281,3,-1,-1,-0.8163324594497681,-0.005388781428337097
282,5,-1,-1,0.17040181159973145,-0.12263332307338715
283,4,-1,-1,-0.03834378719329834,0.0586174875497818
284,4,-1,-1,-0.042831480503082275,0.32043755054473877
285,3,-1,-1,0.23464536666870117,-0.22641368210315704
286,4,-1,-1,-0.0839388370513916,-0.0544925332069397
287,3,-1,-1,0.13131892681121826,-0.23653309047222137
288,3,-1,-1,0.1732501983642578,0.07884488999843597
289,2,3,-1,0.24731087684631348,0.055923521518707275
290,2,3,0,0.21553069353103638,0.24806852638721466
291,3,-1,-1,0.25859057903289795,-0.17462687194347382
292,0,-1,-1,0.19195842742919922,0.07893858850002289
293,3,-1,-1,-0.40366411209106445,0.22224007546901703
294,1,3,-1,0.10528302192687988,-0.207444965839386
295,3,-1,-1,0.2774810791015625,0.17733649909496307
296,2,-1,-1,0.5291205644607544,0.3812149167060852
297,3,3,-1,-0.12180018424987793,-0.02628982812166214
298,3,-1,-1,-0.13244891166687012,-0.22316372394561768
299,4,-1,-1,-0.3306056261062622,0.07382366061210632
300,5,3,-1,0.0844525694847107,-0.06334766745567322
301,2,3,-1,0.4436589479446411,0.18771792948246002
302,1,3,-1,0.0769161581993103,-0.22117674350738525
303,1,3,-1,0.29200464487075806,-0.10390500724315643
304,0,-1,-1,-0.0052838921546936035,-0.17650297284126282
305,0,3,-1,0.10319942235946655,0.13325032591819763
306,1,-1,-1,-1.5147005319595337,-0.6530271768569946
307,6,-1,-1,-0.04105299711227417,0.02514772117137909
308,1,3,3,0.11886382102966309,-0.32650747895240784
309,3,3,-1,0.136036217212677,-0.06500847637653351
310,3,-1,-1,-0.7160670757293701,-0.38431018590927124
311,3,-1,-1,-0.8844295740127563,0.23616661131381989
312,2,3,-1,0.27459418773651123,0.1731855422258377
313,3,-1,-1,0.18694502115249634,-0.21276040375232697
314,3,3,-1,0.25041693449020386,-0.14105215668678284
315,0,-1,-1,-0.22720873355865479,0.00880228728055954
316,3,-1,-1,-0.2805769443511963,-0.24621723592281342
317,4,3,-1,0.28530484437942505,-0.13382981717586517
318,1,3,-1,0.1195220947265625,-0.3200545907020569
319,3,-1,-1,0.17115813493728638,0.036283478140830994
320,4,-1,-1,0.06501728296279907,-0.07748787850141525
321,3,-1,-1,-0.5631941556930542,-0.0007648095488548279
322,2,-1,-1,0.274286150932312,0.13524974882602692
323,0,-1,-1,-0.12746715545654297,0.08132198452949524
324,0,3,-1,-0.041031062602996826,-0.07640593498945236
325,4,-1,-1,0.14066940546035767,0.08398574590682983
326,2,3,0,0.4349207282066345,0.25562602281570435
327,3,-1,-1,-0.24783849716186523,-0.3145654797554016
328,2,-1,-1,0.27048200368881226,0.21055276691913605
329,1,-1,-1,0.22329705953598022,-0.19243858754634857
330,4,3,-1,0.07293534278869629,-0.17185312509536743
331,6,3,-1,0.27239054441452026,-0.021768447011709213
332,3,-1,-1,-0.12924814224243164,-0.13137419521808624
333,2,-1,-1,0.3098175525665283,0.20055808126926422
334,0,3,-1,0.13619613647460938,-0.07300594449043274
335,3,3,2,0.2709059715270996,-0.08363387733697891
336,3,-1,-1,0.2406553030014038,-0.19973427057266235
337,2,3,0,0.4399198591709137,0.04496370255947113
338,3,2,1,0.09424334764480591,0.13629019260406494
339,4,-1,-1,0.09154766798019409,-0.2092025727033615
340,4,3,-1,0.025165975093841553,0.1349911093711853
341,2,3,-1,0.2245435118675232,0.1629234403371811
342,1,3,-1,0.16682672500610352,-0.19568157196044922
343,3,-1,-1,-0.3244870901107788,-0.017693959176540375
344,5,3,-1,-0.02854633331298828,-0.03656937927007675
345,3,-1,-1,0.15493249893188477,-0.2756933569908142
346,2,3,-1,0.2839338183403015,0.4039522409439087
347,0,-1,-1,-0.057406842708587646,-0.009468518197536469
348,4,-1,-1,-0.19050490856170654,0.034626007080078125
349,5,3,-1,-0.0016652345657348633,-0.04954647272825241
350,1,-1,-1,-0.23138141632080078,-0.3235541880130768
351,3,3,-1,0.2246975302696228,-0.16862812638282776
352,3,3,-1,0.1556364893913269,-0.2064676731824875
353,2,-1,-1,0.03070807456970215,0.3110242486000061
354,0,-1,-1,-0.09133481979370117,0.031894832849502563
355,2,-1,-1,0.35307449102401733,0.09048992395401001
356,4,-1,-1,-0.2453547716140747,0.13314084708690643
357,2,3,0,0.277940571308136,0.20474062860012054
358,2,-1,-1,0.46367257833480835,0.5946024656295776
359,2,3,-1,0.4891405999660492,-0.1878538429737091
360,5,-1,-1,0.1152079701423645,-0.112333282828331
361,4,-1,-1,-0.2384626865386963,0.027688495814800262
362,4,-1,-1,0.07201147079467773,0.3056187033653259
363,2,-1,-1,0.42274418473243713,0.1638680100440979
364,2,-1,-1,-0.019986510276794434,0.8277288675308228
365,0,-1,-1,0.09028428792953491,0.12809239327907562
366,3,-1,-1,0.027187347412109375,0.040889814496040344
367,2,-1,-1,0.2722347378730774,0.1175125241279602
368,4,-1,-1,-0.13158273696899414,-0.16658374667167664
369,4,-1,-1,0.30767297744750977,0.11560678482055664
370,5,3,-1,-0.03999298810958862,-0.04742615297436714
371,5,3,-1,-0.11784219741821289,0.08491267263889313
372,1,-1,-1,0.12985390424728394,-0.29482194781303406
373,0,-1,-1,-0.06897270679473877,-0.010171845555305481
374,3,-1,-1,-0.8395991325378418,-0.43957972526550293
375,4,-1,-1,-0.3363049030303955,0.42383211851119995
376,5,-1,-1,-0.01588881015777588,0.05657167732715607
377,3,-1,-1,-0.12346959114074707,-0.1284102499485016
378,4,-1,-1,0.06671762466430664,0.07533547282218933
379,5,-1,-1,-0.376003623008728,-0.18443354964256287
380,3,-1,-1,0.1925639510154724,-0.083436980843544
381,4,0,4,-0.022142350673675537,-0.06963123381137848
382,3,3,2,0.22874677181243896,-0.10149552673101425
383,3,3,-1,0.13518810272216797,-0.024145927280187607
384,1,3,3,0.305120050907135,-0.19714564085006714
385,4,-1,-1,0.25769782066345215,0.12147946655750275
386,3,-1,-1,0.048728108406066895,0.12343299388885498
387,3,3,-1,-0.004812002182006836,0.013428159058094025
388,5,-1,-1,0.17072069644927979,-0.026697594672441483
389,2,3,-1,0.285047709941864,-0.19839021563529968
390,3,-1,-1,0.11262303590774536,0.06019483506679535
391,2,3,-1,0.1758333444595337,0.0913747102022171
392,5,3,-1,-0.0040135979652404785,0.05466216802597046
393,5,-1,-1,0.2972487211227417,-0.08504506945610046
394,4,-1,-1,-0.27862274646759033,-0.2557066082954407
395,3,3,-1,0.0664939284324646,-0.060878388583660126
396,3,-1,-1,-0.17304456233978271,-0.12633968889713287
397,3,-1,-1,-0.27607548236846924,-0.2910459637641907
398,3,-1,-1,0.20499032735824585,0.013640552759170532
399,1,3,-1,0.042660415172576904,-0.2942185401916504
400,5,-1,-1,0.08113253116607666,0.43419891595840454
401,3,-1,-1,-0.17224955558776855,-0.2820822596549988
402,3,2,1,-0.036113083362579346,0.21065767109394073
403,2,-1,-1,-0.2407776117324829,0.6691746115684509
404,6,-1,-1,-0.4482548236846924,-0.255428284406662
405,0,-1,-1,-0.13206207752227783,0.2731913924217224
406,1,-1,-1,-0.192832350730896,-0.430871844291687
407,3,3,-1,0.14729821681976318,-0.05038115382194519
408,0,3,-1,-0.19456231594085693,-0.10328018665313721
409,1,3,-1,0.1826949119567871,-0.1111808568239212
410,5,-1,-1,-0.3783729076385498,-0.033904723823070526
411,3,-1,-1,-0.41077959537506104,-0.06432684510946274
412,6,-1,-1,0.42734915018081665,0.11275964975357056
413,3,-1,-1,0.12876743078231812,-0.23424839973449707
414,6,3,-1,0.3079962134361267,-0.06647337228059769
415,0,-1,-1,-0.6181005239486694,0.008367396891117096
416,3,3,2,0.263488233089447,-0.12016912549734116
417,3,3,-1,0.09297609329223633,-0.21517059206962585
418,3,3,-1,-0.15142250061035156,-0.0769241601228714
419,5,3,-1,0.29064643383026123,-0.12423661351203918
420,4,-1,-1,-0.10972106456756592,-0.2386988252401352
421,3,-1,-1,0.16397124528884888,-0.07981065660715103
422,4,-1,-1,-0.404538631439209,-0.18430975079536438
423,0,-1,-1,-0.27069091796875,0.020531609654426575
424,5,3,-1,0.31569379568099976,-0.05464782938361168
425,2,-1,-1,0.3800753951072693,0.1833369880914688
426,1,3,3,0.06078815460205078,-0.32976800203323364
427,2,3,-1,0.45516547560691833,0.16684497892856598
428,4,0,4,0.005619823932647705,-0.1402389407157898
429,4,-1,-1,-0.9041835069656372,0.07624365389347076
430,4,-1,-1,0.1736028790473938,0.02226553112268448
431,4,-1,-1,-0.2978842258453369,-0.15934178233146667
432,3,-1,-1,-0.23699712753295898,-0.04484022781252861
433,3,3,-1,0.13254046440124512,-0.07105565816164017
434,0,-1,-1,-0.08025634288787842,-0.23746493458747864
435,4,3,-1,0.014793574810028076,0.06826210021972656
436,3,-1,-1,-0.9323691129684448,0.11918206512928009
437,0,3,-1,-0.11915135383605957,-0.0373498760163784
438,5,-1,-1,-0.1982947587966919,0.09265762567520142
439,2,3,-1,0.37751930952072144,0.19156910479068756
440,0,-1,-1,-0.30662429332733154,-0.033026158809661865
441,5,-1,-1,-0.281846284866333,0.1179828941822052
442,4,-1,-1,-0.48669886589050293,0.0373116061091423
443,4,-1,-1,-0.30441832542419434,0.224885955452919
444,4,-1,-1,-0.30119264125823975,0.309116005897522
445,3,-1,-1,-0.19643568992614746,-0.06714437156915665
446,0,3,-1,0.18110275268554688,-0.15267729759216309
447,6,-1,-1,0.15618062019348145,0.05346497893333435
448,5,3,-1,0.02294546365737915,-0.0738326832652092
449,2,-1,-1,0.18415135145187378,-0.027252789586782455
450,4,-1,-1,-0.11661815643310547,0.14938049018383026
451,5,-1,-1,0.1117393970489502,0.06899185478687286
452,1,3,3,0.21853023767471313,-0.2528647482395172
453,3,3,-1,-0.1214599609375,-0.1954130232334137
454,5,-1,-1,-0.2817288637161255,-0.0038678795099258423
455,3,-1,-1,-0.4185459613800049,-0.3484002947807312
456,0,3,-1,-0.2843397855758667,0.10188551247119904
457,3,-1,-1,-0.0931469202041626,0.04864126443862915
458,5,-1,-1,-0.6205472946166992,-0.28851744532585144
459,1,3,3,0.26501065492630005,-0.19501927495002747
460,1,3,-1,0.06908828020095825,-0.14286431670188904
461,0,3,-1,0.2879621386528015,-0.03230473771691322
462,3,-1,-1,-0.7165191173553467,-0.5279165506362915
463,4,-1,-1,-0.28182506561279297,0.19869808852672577
464,2,3,0,0.13618677854537964,0.4317011833190918
465,6,-1,-1,-0.11248922348022461,0.10921940207481384
466,2,3,0,0.30740147829055786,0.3536291718482971
467,0,3,2,0.07215642929077148,-0.12223410606384277
468,5,-1,-1,0.18886739015579224,-0.03899933397769928
469,3,3,-1,0.10946983098983765,-0.09758784621953964
470,4,-1,-1,-0.4099256992340088,-0.05367140471935272
471,6,-1,-1,0.044124066829681396,0.08169455826282501
472,5,-1,-1,-0.2525829076766968,0.058777838945388794
473,3,-1,-1,-0.5251846313476562,0.1281307190656662
474,5,-1,-1,-0.4376358985900879,0.019528016448020935
475,0,-1,-1,-0.07891088724136353,0.045280635356903076
476,1,-1,-1,-0.14971375465393066,-0.3143499493598938
477,3,-1,-1,0.1925639510154724,-0.083436980843544
478,0,3,-1,-0.04292362928390503,0.04521215707063675
479,5,3,-1,0.12358009815216064,-0.13322697579860687
480,2,3,-1,0.25916004180908203,0.02202596515417099
481,2,3,-1,-0.007083535194396973,0.06336946785449982
482,3,-1,-1,-0.5755412578582764,-0.030464351177215576
483,5,3,-1,0.03121250867843628,0.02293078601360321
484,1,3,-1,0.13365507125854492,-0.2762460708618164
485,0,-1,-1,-0.4561847448348999,0.059866249561309814
486,3,-1,-1,-0.0397379994392395,0.12917934358119965
487,1,-1,-1,-0.0591813325881958,-0.3106781542301178
